game_name,game_rank,game_year,genre,na_sales,eu_sales,jp_sales,other_sales,platform,publisher,title,rank,report_date
"Dynasty Warriors 3",923,2001,Action,0.53,0.16,1.07,0.1,PS2,THQ,NULL,NULL,NULL
"Donkey Kong Country Returns",924,2013,Platform,0.73,0.62,0.4,0.12,3DS,Nintendo,NULL,NULL,NULL
"The Legend of Zelda: Oracle of Seasons",925,2001,Adventure,0.87,0.52,0.41,0.06,GB,Nintendo,NULL,NULL,NULL
"Madden NFL 06",926,2005,Sports,1.75,0.03,0,0.08,XB,"Electronic Arts",NULL,NULL,NULL
"Shrek 2",927,2004,Platform,1.12,0.69,0.03,0.02,,Activision,NULL,NULL,NULL
"The Legend of Dragoon",928,1999,Role-Playing,0.94,0.44,0.39,0.1,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Turok 2: Seeds of Evil",929,1997,Platform,1.37,0.41,0.04,0.04,N64,"Acclaim Entertainment",NULL,NULL,NULL
SingStar,930,2004,Misc,0,1.37,0,0.49,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"LittleBigPlanet 3",931,2014,Platform,0.64,0.92,0.01,0.29,PS4,"Sony Computer Entertainment",NULL,NULL,NULL
"NBA Live 2002",932,2001,Sports,0.91,0.71,0,0.24,PS2,"Electronic Arts",NULL,NULL,NULL
"Phineas and Ferb",933,2009,Action,1.34,0.37,0,0.15,DS,"Disney Interactive Studios",NULL,NULL,NULL
"Chrono Cross",934,1999,Role-Playing,0.62,0.42,0.69,0.12,PS,SquareSoft,NULL,NULL,NULL
"GoldenEye 007 (2010)",935,2010,Action,0.85,0.71,0.13,0.16,Wii,Activision,NULL,NULL,NULL
"Mario Party: Island Tour",936,2013,Misc,0.61,0.59,0.55,0.11,3DS,Nintendo,NULL,NULL,NULL
"Jak 3",937,2004,Platform,1.33,0.49,0,0.03,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Rayman Raving Rabbids 2",938,2007,Misc,0.83,0.82,0,0.2,Wii,Ubisoft,NULL,NULL,NULL
"Kingdom Hearts: Chain of Memories",939,2004,Role-Playing,1.26,0.18,0.35,0.06,GBA,"Square Enix",NULL,NULL,NULL
Pinball,940,1984,Action,0.8,0.19,0.83,0.03,NES,Nintendo,NULL,NULL,NULL
"inFAMOUS 2",941,2011,Action,1.05,0.49,0.08,0.23,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Gran Turismo Concept 2001 Tokyo",942,2001,Racing,0,1.1,0.42,0.33,PS2,Unknown,NULL,NULL,NULL
"Demon's Souls",943,2009,Role-Playing,0.97,0.34,0.35,0.18,PS3,"Namco Bandai Games",NULL,NULL,NULL
"NCAA Football 06",944,2005,Sports,1.53,0.05,0,0.25,PS2,"Electronic Arts",NULL,NULL,NULL
"Hey You, Pikachu!",945,1998,Simulation,0.83,0.06,0.93,0,N64,Nintendo,NULL,NULL,NULL
"2 Games in 1: Sonic Advance & ChuChu Rocket!",946,2005,Misc,1.31,0.49,0,0.03,GBA,THQ,NULL,NULL,NULL
"World of Warcraft: Mists of Pandaria",947,2012,Role-Playing,0.84,0.76,0,0.23,PC,Activision,NULL,NULL,NULL
"Jet Moto",948,1996,Racing,1.33,0.4,0.03,0.07,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Just Cause 3",949,2015,Action,0.46,1.02,0.07,0.28,PS4,"Square Enix",NULL,NULL,NULL
"Secret of Mana",950,1993,Role-Playing,0.25,0.07,1.49,0.02,SNES,SquareSoft,NULL,NULL,NULL
"The Orange Box",951,2007,Shooter,1.09,0.54,0.02,0.17,X360,"Electronic Arts",NULL,NULL,NULL
"Air Combat",952,1995,Simulation,0.92,0.33,0.52,0.05,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Kirby: Triple Deluxe",953,2014,Platform,0.61,0.34,0.79,0.09,3DS,Nintendo,NULL,NULL,NULL
"Sonic & Knuckles",954,1994,Platform,1.24,0.43,0.03,0.12,GEN,Sega,NULL,NULL,NULL
"Namco Museum",955,2001,Misc,1.73,0.07,0,0.02,PS2,"Namco Bandai Games",NULL,NULL,NULL
"The Sims: Hot Date",956,2001,Simulation,1.81,0,0,0,PC,"Electronic Arts",NULL,NULL,NULL
"Metroid Prime 3: Corruption",957,2007,Shooter,0.91,0.74,0.07,0.09,Wii,Nintendo,NULL,NULL,NULL
"Dragon Quest VI: Realms of Revelation",958,2010,Role-Playing,0.22,0.21,1.35,0.03,DS,Nintendo,NULL,NULL,NULL
"The Evil Within",959,2014,Action,0.55,0.84,0.11,0.31,PS4,"Bethesda Softworks",NULL,NULL,NULL
"DDRMAX2: Dance Dance Revolution",960,2003,Simulation,1.05,0.59,0,0.18,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Crazy Taxi",961,2000,Racing,1.1,0.51,0.12,0.08,DC,Sega,NULL,NULL,NULL
"Virtua Fighter 4",962,2002,Fighting,0.78,0.44,0.56,0.04,PS2,Sega,NULL,NULL,NULL
"Sly 2: Band of Thieves",963,2004,Platform,0.88,0.69,0,0.23,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Guitar Hero: World Tour",964,2008,Misc,1,0.03,0,0.77,PS2,Activision,NULL,NULL,NULL
"Sonic Advance 2",965,2002,Platform,0.93,0.59,0.21,0.07,GBA,Sega,NULL,NULL,NULL
"Madden NFL 07",966,2006,Sports,1.66,0,0.01,0.13,X360,"Electronic Arts",NULL,NULL,NULL
"NBA 2K11",967,2010,Action,1.41,0.21,0.03,0.16,PS3,"Take-Two Interactive",NULL,NULL,NULL
"NFL GameDay 2000",968,1999,Sports,1,0.68,0,0.12,PS,"989 Studios",NULL,NULL,NULL
"Call of Duty: Black Ops 3",969,2015,Shooter,0.49,0.96,0.07,0.27,PS3,Activision,NULL,NULL,NULL
"Disney's The Lion King",970,1994,Platform,1.26,0.39,0.08,0.06,SNES,"Virgin Interactive",NULL,NULL,NULL
"Beyond: Two Souls",971,2013,Adventure,0.52,0.88,0.06,0.34,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Kinect Star Wars",972,2012,Action,1.05,0.57,0.03,0.14,X360,"Microsoft Game Studios",NULL,NULL,NULL
"Midnight Club II",973,2003,Racing,1.25,0.29,0,0.24,PS2,"Take-Two Interactive",NULL,NULL,NULL
"Dragon Quest Monsters: Joker",974,2006,Role-Playing,0.23,0.03,1.49,0.03,DS,"Square Enix",NULL,NULL,NULL
"SpongeBob SquarePants: SuperSponge",975,2001,Action,1.12,0.58,0,0.08,PS,THQ,NULL,NULL,NULL
"The Getaway: Black Monday",976,2004,Action,0.39,1.01,0.02,0.36,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Professor Layton and the Mask of Miracle",977,2011,Puzzle,0.32,0.95,0.36,0.14,3DS,Nintendo,NULL,NULL,NULL
"Just Cause 2",978,2010,Action,0.45,0.94,0.06,0.33,PS3,"Square Enix",NULL,NULL,NULL
"Dragon's Dogma",979,2012,Role-Playing,0.41,0.46,0.72,0.19,PS3,Capcom,NULL,NULL,NULL
"The Legend of Zelda: The Wind Waker",980,2013,Action,0.93,0.57,0.14,0.13,WiiU,Nintendo,NULL,NULL,NULL
"50 Cent: Bulletproof",981,2005,Action,0.85,0.76,0,0.16,PS2,"Vivendi Games",NULL,NULL,NULL
"High School Musical: Sing It!",982,2007,Misc,1.16,0.45,0,0.16,Wii,"Disney Interactive Studios",NULL,NULL,NULL
"Wii Party U",983,2013,Misc,0.31,0.54,0.84,0.08,WiiU,Nintendo,NULL,NULL,NULL
"Madden NFL 25",984,2013,Sports,1.59,0.03,0,0.15,PS3,"Electronic Arts",NULL,NULL,NULL
"Final Fantasy II",985,1991,Role-Playing,0.24,0.09,1.33,0.12,SNES,Square,NULL,NULL,NULL
"Kirby 64: The Crystal Shards",986,2000,Platform,0.63,0.06,1.03,0.04,N64,Nintendo,NULL,NULL,NULL
"Dead or Alive 3",987,2001,Fighting,1.19,0.29,0.24,0.06,XB,"Microsoft Game Studios",NULL,NULL,NULL
"UFC 2009 Undisputed",988,2009,Fighting,1.07,0.45,0.01,0.24,PS3,THQ,NULL,NULL,NULL
"Metroid II: Return of Samus",989,1991,Adventure,0.85,0.31,0.56,0.04,GB,Nintendo,NULL,NULL,NULL
"WWF Attitude",990,1998,Fighting,1.27,0.42,0,0.07,PS,"Acclaim Entertainment",NULL,NULL,NULL
"The SpongeBob SquarePants Movie",991,2004,Platform,1.06,0.54,0,0.16,PS2,THQ,NULL,NULL,NULL
"Golden Sun",992,2001,Role-Playing,0.93,0.38,0.4,0.06,GBA,Nintendo,NULL,NULL,NULL
"Sonic the Hedgehog 3",993,1994,Platform,1.02,0.47,0.2,0.07,GEN,Sega,NULL,NULL,NULL
"Kid Icarus",994,1986,Platform,0.53,0.12,1.09,0.02,NES,Nintendo,NULL,NULL,NULL
"Def Jam: Fight for NY",995,2004,Fighting,0.86,0.67,0,0.22,PS2,"Electronic Arts",NULL,NULL,NULL
"Tom Clancy's Ghost Recon",996,2002,Shooter,1.23,0.46,0,0.07,XB,Ubisoft,NULL,NULL,NULL
"State of Emergency",997,2002,Action,0.86,0.67,0,0.22,PS2,"Take-Two Interactive",NULL,NULL,NULL
"BioShock Infinite",998,2013,Shooter,0.72,0.69,0.04,0.31,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Hitman: Absolution",999,2012,Action,0.68,0.9,0.01,0.17,X360,"Square Enix",NULL,NULL,NULL
"2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures",1000,2007,Action,1.26,0.47,0,0.03,GBA,THQ,NULL,NULL,NULL
"Call of Duty: Black Ops 3",1001,2015,Shooter,1.11,0.48,0,0.16,X360,Activision,NULL,NULL,NULL
"The Urbz: Sims in the City",1002,2004,Simulation,0.52,0.95,0,0.29,PS2,"Electronic Arts",NULL,NULL,NULL
"FIFA Soccer 08",1003,2007,Sports,0.35,1.07,0.02,0.32,PS3,"Electronic Arts",NULL,NULL,NULL
"Star Wars: Starfighter",1004,2001,Simulation,0.61,0.87,0.02,0.26,PS2,Activision,NULL,NULL,NULL
"Madden NFL 2000",1005,1998,Sports,1.68,0.04,0,0.04,PS,"Electronic Arts",NULL,NULL,NULL
"Kingdom Hearts",1006,2013,Role-Playing,0.9,0.37,0.25,0.24,PS3,"Square Enix",NULL,NULL,NULL
"Star Wars: Battlefront",1007,2004,Shooter,1.24,0.45,0,0.07,XB,Activision,NULL,NULL,NULL
"Pro Evolution Soccer",1008,2001,Sports,0.06,0.9,0.53,0.27,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
Crackdown,1009,2007,Shooter,1,0.54,0.03,0.18,X360,"Microsoft Game Studios",NULL,NULL,NULL
Yoshi,1010,1991,Puzzle,0.7,0.13,0.91,0.01,NES,Nintendo,NULL,NULL,NULL
"Disney's Aladdin",1011,1993,Platform,0.94,0.34,0.21,0.27,SNES,Capcom,NULL,NULL,NULL
"Kirby's Adventure",1012,1993,Platform,0.79,0.14,0.8,0.02,NES,Nintendo,NULL,NULL,NULL
"Cooking Mama 3: Shop & Chop",1013,2009,Simulation,0.83,0.66,0.08,0.18,DS,"505 Games",NULL,NULL,NULL
"Dance Dance Revolution X",1014,2008,Simulation,0.85,0.66,0.01,0.22,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"2 Games in 1: Disney Princess & The Lion King",1015,2004,Misc,1.25,0.46,0,0.03,GBA,THQ,NULL,NULL,NULL
"Star Wars Episode I: The Phantom Menace",1016,1999,Adventure,0.72,0.89,0.04,0.1,PS,LucasArts,NULL,NULL,NULL
